[00:15:02] [Render thread/INFO]: Setting user: husker41
[00:15:02] [Render thread/INFO]: Backend library: LWJGL version 3.2.2 build 10
[00:15:09] [Render thread/ERROR]: Couldn't set icon
java.io.FileNotFoundException: icons/icon_16x16.png
	at aah.a(SourceFile:89) ~[1.16.1.jar:?]
	at dlx.<init>(SourceFile:452) [1.16.1.jar:?]
	at net.minecraft.client.main.Main.main(SourceFile:177) [1.16.1.jar:?]
[00:15:11] [Render thread/INFO]: Narrator library for x64 successfully loaded
[00:15:11] [Render thread/INFO]: Reloading ResourceManager: Default
[00:15:14] [Render thread/INFO]: Stopping!
[00:15:14] [Worker-Main-12/WARN]: Unable to load model: 'minecraft:block/enchanting_table' referenced from: minecraft:enchanting_table#: java.io.FileNotFoundException: minecraft:models/block/enchanting_table.json
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/light_weighted_pressure_plate.json' missing model for variant: 'minecraft:light_weighted_pressure_plate#power=7'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/light_weighted_pressure_plate.json' missing model for variant: 'minecraft:light_weighted_pressure_plate#power=8'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/light_weighted_pressure_plate.json' missing model for variant: 'minecraft:light_weighted_pressure_plate#power=9'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/light_weighted_pressure_plate.json' missing model for variant: 'minecraft:light_weighted_pressure_plate#power=2'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/light_weighted_pressure_plate.json' missing model for variant: 'minecraft:light_weighted_pressure_plate#power=3'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/light_weighted_pressure_plate.json' missing model for variant: 'minecraft:light_weighted_pressure_plate#power=4'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/light_weighted_pressure_plate.json' missing model for variant: 'minecraft:light_weighted_pressure_plate#power=5'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/light_weighted_pressure_plate.json' missing model for variant: 'minecraft:light_weighted_pressure_plate#power=0'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/light_weighted_pressure_plate.json' missing model for variant: 'minecraft:light_weighted_pressure_plate#power=1'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: minecraft:blockstates/heavy_weighted_pressure_plate.json: java.io.FileNotFoundException: minecraft:blockstates/heavy_weighted_pressure_plate.json
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/heavy_weighted_pressure_plate.json' missing model for variant: 'minecraft:heavy_weighted_pressure_plate#power=15'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/heavy_weighted_pressure_plate.json' missing model for variant: 'minecraft:heavy_weighted_pressure_plate#power=14'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/heavy_weighted_pressure_plate.json' missing model for variant: 'minecraft:heavy_weighted_pressure_plate#power=11'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/heavy_weighted_pressure_plate.json' missing model for variant: 'minecraft:heavy_weighted_pressure_plate#power=10'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/heavy_weighted_pressure_plate.json' missing model for variant: 'minecraft:heavy_weighted_pressure_plate#power=13'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/heavy_weighted_pressure_plate.json' missing model for variant: 'minecraft:heavy_weighted_pressure_plate#power=12'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/heavy_weighted_pressure_plate.json' missing model for variant: 'minecraft:heavy_weighted_pressure_plate#power=0'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/heavy_weighted_pressure_plate.json' missing model for variant: 'minecraft:heavy_weighted_pressure_plate#power=2'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/heavy_weighted_pressure_plate.json' missing model for variant: 'minecraft:heavy_weighted_pressure_plate#power=1'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/heavy_weighted_pressure_plate.json' missing model for variant: 'minecraft:heavy_weighted_pressure_plate#power=4'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/heavy_weighted_pressure_plate.json' missing model for variant: 'minecraft:heavy_weighted_pressure_plate#power=3'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/heavy_weighted_pressure_plate.json' missing model for variant: 'minecraft:heavy_weighted_pressure_plate#power=6'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/heavy_weighted_pressure_plate.json' missing model for variant: 'minecraft:heavy_weighted_pressure_plate#power=5'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/heavy_weighted_pressure_plate.json' missing model for variant: 'minecraft:heavy_weighted_pressure_plate#power=8'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/heavy_weighted_pressure_plate.json' missing model for variant: 'minecraft:heavy_weighted_pressure_plate#power=7'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/heavy_weighted_pressure_plate.json' missing model for variant: 'minecraft:heavy_weighted_pressure_plate#power=9'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: minecraft:blockstates/comparator.json: java.io.FileNotFoundException: minecraft:blockstates/comparator.json
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/comparator.json' missing model for variant: 'minecraft:comparator#facing=east,mode=compare,powered=false'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/comparator.json' missing model for variant: 'minecraft:comparator#facing=west,mode=subtract,powered=false'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/comparator.json' missing model for variant: 'minecraft:comparator#facing=west,mode=compare,powered=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/comparator.json' missing model for variant: 'minecraft:comparator#facing=north,mode=compare,powered=false'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/comparator.json' missing model for variant: 'minecraft:comparator#facing=east,mode=subtract,powered=false'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/comparator.json' missing model for variant: 'minecraft:comparator#facing=south,mode=subtract,powered=false'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/comparator.json' missing model for variant: 'minecraft:comparator#facing=east,mode=subtract,powered=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/comparator.json' missing model for variant: 'minecraft:comparator#facing=south,mode=compare,powered=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/comparator.json' missing model for variant: 'minecraft:comparator#facing=north,mode=subtract,powered=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/comparator.json' missing model for variant: 'minecraft:comparator#facing=south,mode=subtract,powered=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/comparator.json' missing model for variant: 'minecraft:comparator#facing=north,mode=compare,powered=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/comparator.json' missing model for variant: 'minecraft:comparator#facing=north,mode=subtract,powered=false'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/comparator.json' missing model for variant: 'minecraft:comparator#facing=west,mode=compare,powered=false'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/comparator.json' missing model for variant: 'minecraft:comparator#facing=east,mode=compare,powered=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/comparator.json' missing model for variant: 'minecraft:comparator#facing=south,mode=compare,powered=false'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/comparator.json' missing model for variant: 'minecraft:comparator#facing=west,mode=subtract,powered=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: minecraft:blockstates/daylight_detector.json: java.io.FileNotFoundException: minecraft:blockstates/daylight_detector.json
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=false,power=9'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=false,power=7'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=false,power=8'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=true,power=5'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=true,power=4'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=true,power=7'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=true,power=6'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=true,power=9'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=true,power=8'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=false,power=5'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=false,power=6'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=false,power=3'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=false,power=4'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=true,power=1'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=false,power=1'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=true,power=0'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=false,power=2'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=true,power=3'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=true,power=2'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=false,power=0'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=true,power=10'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=false,power=11'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=false,power=10'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=false,power=15'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=false,power=14'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=false,power=13'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=false,power=12'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=true,power=15'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=true,power=13'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=true,power=14'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=true,power=11'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/daylight_detector.json' missing model for variant: 'minecraft:daylight_detector#inverted=true,power=12'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: minecraft:blockstates/redstone_block.json: java.io.FileNotFoundException: minecraft:blockstates/redstone_block.json
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/redstone_block.json' missing model for variant: 'minecraft:redstone_block#'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: minecraft:blockstates/nether_quartz_ore.json: java.io.FileNotFoundException: minecraft:blockstates/nether_quartz_ore.json
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/nether_quartz_ore.json' missing model for variant: 'minecraft:nether_quartz_ore#'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: minecraft:blockstates/hopper.json: java.io.FileNotFoundException: minecraft:blockstates/hopper.json
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/hopper.json' missing model for variant: 'minecraft:hopper#enabled=true,facing=south'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/hopper.json' missing model for variant: 'minecraft:hopper#enabled=false,facing=north'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/hopper.json' missing model for variant: 'minecraft:hopper#enabled=true,facing=north'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/hopper.json' missing model for variant: 'minecraft:hopper#enabled=true,facing=down'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/hopper.json' missing model for variant: 'minecraft:hopper#enabled=false,facing=east'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/hopper.json' missing model for variant: 'minecraft:hopper#enabled=true,facing=west'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/hopper.json' missing model for variant: 'minecraft:hopper#enabled=false,facing=down'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/hopper.json' missing model for variant: 'minecraft:hopper#enabled=true,facing=east'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/hopper.json' missing model for variant: 'minecraft:hopper#enabled=false,facing=south'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/hopper.json' missing model for variant: 'minecraft:hopper#enabled=false,facing=west'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: minecraft:blockstates/quartz_block.json: java.io.FileNotFoundException: minecraft:blockstates/quartz_block.json
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_block.json' missing model for variant: 'minecraft:quartz_block#'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: minecraft:blockstates/chiseled_quartz_block.json: java.io.FileNotFoundException: minecraft:blockstates/chiseled_quartz_block.json
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/chiseled_quartz_block.json' missing model for variant: 'minecraft:chiseled_quartz_block#'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: minecraft:blockstates/quartz_pillar.json: java.io.FileNotFoundException: minecraft:blockstates/quartz_pillar.json
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_pillar.json' missing model for variant: 'minecraft:quartz_pillar#axis=z'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_pillar.json' missing model for variant: 'minecraft:quartz_pillar#axis=y'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_pillar.json' missing model for variant: 'minecraft:quartz_pillar#axis=x'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: minecraft:blockstates/quartz_stairs.json: java.io.FileNotFoundException: minecraft:blockstates/quartz_stairs.json
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=north,half=top,shape=outer_left,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=west,half=top,shape=straight,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=north,half=bottom,shape=outer_right,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=south,half=bottom,shape=outer_right,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=west,half=top,shape=inner_left,waterlogged=false'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=east,half=top,shape=outer_right,waterlogged=false'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=west,half=bottom,shape=inner_left,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=south,half=bottom,shape=outer_left,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=north,half=bottom,shape=inner_right,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=east,half=bottom,shape=inner_left,waterlogged=false'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=east,half=top,shape=inner_left,waterlogged=false'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=east,half=top,shape=inner_right,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=north,half=bottom,shape=outer_left,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=south,half=top,shape=outer_right,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=west,half=top,shape=straight,waterlogged=false'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=south,half=top,shape=straight,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=east,half=top,shape=outer_left,waterlogged=false'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=south,half=bottom,shape=straight,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=east,half=top,shape=inner_left,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=north,half=top,shape=inner_left,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=west,half=top,shape=outer_left,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=west,half=bottom,shape=straight,waterlogged=false'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=south,half=bottom,shape=inner_left,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=east,half=top,shape=outer_right,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=east,half=bottom,shape=outer_right,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=north,half=bottom,shape=outer_left,waterlogged=false'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=north,half=top,shape=inner_left,waterlogged=false'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=north,half=bottom,shape=inner_right,waterlogged=false'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=west,half=top,shape=outer_right,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=south,half=bottom,shape=inner_left,waterlogged=false'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=west,half=bottom,shape=inner_right,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=east,half=top,shape=straight,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=east,half=top,shape=straight,waterlogged=false'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=north,half=bottom,shape=straight,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=east,half=bottom,shape=inner_right,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=south,half=top,shape=inner_left,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=north,half=bottom,shape=inner_left,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=east,half=bottom,shape=inner_left,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=south,half=bottom,shape=inner_right,waterlogged=false'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=east,half=top,shape=outer_left,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=south,half=bottom,shape=outer_left,waterlogged=false'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=west,half=top,shape=inner_right,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=north,half=top,shape=outer_left,waterlogged=false'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=north,half=top,shape=outer_right,waterlogged=true'
[00:15:15] [Worker-Main-12/WARN]: Exception loading blockstate definition: 'minecraft:blockstates/quartz_stairs.json' missing model for variant: 'minecraft:quartz_stairs#facing=south,half=bottom,shape=straight,waterlogged=false'
